"title","location","rent_per_month","rooms","area_sq_m","czynsz","url"
"Piękne mieszkanie przy Parku Grabiszyńskim","Fabryczna","3300","2","48.5","+ czynsz: 610 zł/miesiąc","/pl/oferta/piekne-mieszkanie-przy-parku-grabiszynskim-ID4ks8D"
"Oporów - Klecina - Nowe 3 pokojowe z garażem","Krzyki","3100","3","42","+ czynsz: poszukaj w opisie","/pl/oferta/oporow-klecina-nowe-3-pokojowe-z-garazem-ID4kANS"
"Super Okazja, Apartament 110m, garaż, balkon !","Śródmieście","5000","4","110","+ czynsz: 1500 zł/miesiąc","/pl/oferta/super-okazja-apartament-110m-garaz-balkon-ID4kALK"
"Luksusowa - Kawalerka - Krzyki - Balkon - Garaż","Krzyki","2100","1","28","+ czynsz: poszukaj w opisie","/pl/oferta/luksusowa-kawalerka-krzyki-balkon-garaz-ID4kAJI"
"ŁADNE MIESZKANIE BLISKO CENTRUM Z WIDOKIEM NA PARK","Fabryczna","3800","3","80","+ czynsz: 900 zł/miesiąc","/pl/oferta/ladne-mieszkanie-blisko-centrum-z-widokiem-na-park-ID2sIpu"
"Centrum mieszkanie 3 - pokojowe","Śródmieście","3000","3","64","+ czynsz: 900 zł/miesiąc","/pl/oferta/centrum-mieszkanie-3-pokojowe-ID4k4uq"
"3 pokoje ul. Kajdasza, bezpośrednio PIERWSZY NAJEM","Krzyki","3950","3","61","+ czynsz: 650 zł/miesiąc","/pl/oferta/3-pokoje-ul-kajdasza-bezposrednio-pierwszy-najem-ID4ks4r"
"Wynajem","Krzyki","2200","1","34","+ czynsz: 500 zł/miesiąc","/pl/oferta/wynajem-ID4kACl"
"Kawalerka z oddzielną kuchnią w Rynku / od zaraz","Stare Miasto","2000","1","34","+ czynsz: 500 zł/miesiąc","/pl/oferta/kawalerka-z-oddzielna-kuchnia-w-rynku-od-zaraz-ID4kACG"
"52m2 | Czartoryskiego Wrocław | 3 pokoje | klima","Psie Pole","2950","3","52","+ czynsz: 450 zł/miesiąc","/pl/oferta/52m2-czartoryskiego-wroclaw-3-pokoje-klima-ID4kABQ"
"Trzy pokoje z garażem podziemnym, Damrota","Śródmieście","3100","3","64.88","+ czynsz: poszukaj w opisie","/pl/oferta/trzy-pokoje-z-garazem-podziemnym-damrota-ID4kABs"
"Atal Tower z dużym tarasem i widokiem na rzekę","Stare Miasto","3900","2","50","+ czynsz: 700 zł/miesiąc","/pl/oferta/atal-tower-z-duzym-tarasem-i-widokiem-na-rzeke-ID4jMIx"
"Przytulne mieszkanie z miejscem postojowym w cenie","Fabryczna","2700","2","40","+ czynsz: poszukaj w opisie","/pl/oferta/przytulne-mieszkanie-z-miejscem-postojowym-w-cenie-ID4kAB9"
"Ul. Grabiszyńska, 2 pokoje, osobna kuchnia, loggia","Stare Miasto","2600","2","53","+ czynsz: poszukaj w opisie","/pl/oferta/ul-grabiszynska-2-pokoje-osobna-kuchnia-loggia-ID4kAB2"
"2 pok. apartament z tarasem i miejscem postojowym","Fabryczna","2400","2","45","+ czynsz: 600 zł/miesiąc","/pl/oferta/2-pok-apartament-z-tarasem-i-miejscem-postojowym-ID4kAAH"
"Przestronne mieszkanie 2-pokojowe, Biskupin","Śródmieście","3000","2","55","+ czynsz: 588 zł/miesiąc","/pl/oferta/przestronne-mieszkanie-2-pokojowe-biskupin-ID4kAA0"
"Dwa pokoje w centrum, miejsce postojowe, komórka.","Stare Miasto","3390","2","38","+ czynsz: 600 zł/miesiąc","/pl/oferta/dwa-pokoje-w-centrum-miejsce-postojowe-komorka-ID4kAzO"
"Okolice ul. Mostowej/Nowe","Śródmieście","7900","3","61","+ czynsz: 890 zł/miesiąc","/pl/oferta/okolice-ul-mostowej-nowe-ID4kAzC"
"Kawalerka blisko centrum + parking + balkon","Krzyki","2000","1","28.37","+ czynsz: 400 zł/miesiąc","/pl/oferta/kawalerka-blisko-centrum-parking-balkon-ID4ksVA"
"Reja, 2 sypialnie + salon, dostępne od zaraz","Śródmieście","3200","3","70","+ czynsz: 700 zł/miesiąc","/pl/oferta/reja-2-sypialnie-salon-dostepne-od-zaraz-ID4kAxC"
"Loftowa nieruchomość na cichym osiedlu w Wysokiej","Fabryczna","3750","4","89","+ czynsz: 1050 zł/miesiąc","/pl/oferta/loftowa-nieruchomosc-na-cichym-osiedlu-w-wysokiej-ID4fese"
"Ok. ul. Traugutta/Nowe/Spa/Gym/Angel City","Krzyki","4200","2","43","+ czynsz: 1000 zł/miesiąc","/pl/oferta/ok-ul-traugutta-nowe-spa-gym-angel-city-ID4kAx0"
"Zamieszkaj już dziś! 5 pokoi - Klima - balkon - Kl","Krzyki","7500","5","150","+ czynsz: poszukaj w opisie","/pl/oferta/zamieszkaj-juz-dzis-5-pokoi-klima-balkon-kl-ID4kAvm"
"2 pokojowe mieszkanie osiedle Lipa Piotrowska","Psie Pole","2600","2","50","+ czynsz: 470 zł/miesiąc","/pl/oferta/2-pokojowe-mieszkanie-osiedle-lipa-piotrowska-ID4kAw4"
"Mieszkanie ul. Lubomierska Stabłowice Polecam","Fabryczna","3000","2","49","+ czynsz: 364 zł/miesiąc","/pl/oferta/mieszkanie-ul-lubomierska-stablowice-polecam-ID4kAtO"
"Nowe, 2 pok. m. z balkonem - ul. Kiełczowska","Psie Pole","2500","2","52","+ czynsz: poszukaj w opisie","/pl/oferta/nowe-2-pok-m-z-balkonem-ul-kielczowska-ID4kAtB"
"Mieszkanie ul. Dzierżonia Oporów , 3 pokoje","Fabryczna","3000","3","65","+ czynsz: 600 zł/miesiąc","/pl/oferta/mieszkanie-ul-dzierzonia-oporow-3-pokoje-ID4kAsu"
"Wyjątkowa kawalerka w centrum. Pierwszy najem","Krzyki","2600","1","29","+ czynsz: 398 zł/miesiąc","/pl/oferta/wyjatkowa-kawalerka-w-centrum-pierwszy-najem-ID4kArb"
"Wrocław-Krzyki-3 pokoje-Zadbane-Nowe budownictwo","Krzyki","2390","3","56","+ czynsz: 590 zł/miesiąc","/pl/oferta/wroclaw-krzyki-3-pokoje-zadbane-nowe-budownictwo-ID4kApE"
"Małopanewska/Lux/Taras/Ogródek/Garaż","Fabryczna","2800","2","42","+ czynsz: poszukaj w opisie","/pl/oferta/malopanewska-lux-taras-ogrodek-garaz-ID4kAom"
"ok. Legnicka/Lux/Taras/Ogródek/Garaż","Fabryczna","2800","2","42","+ czynsz: poszukaj w opisie","/pl/oferta/ok-legnicka-lux-taras-ogrodek-garaz-ID4kAol"
"Żeromskiego / Lux / 3 Pokoje w rozkładzie","Śródmieście","2500","3","51","+ czynsz: poszukaj w opisie","/pl/oferta/zeromskiego-lux-3-pokoje-w-rozkladzie-ID4kAoj"
"Apartament Ks. Witolda, 3pok 62m2, 1.najem","Stare Miasto","7500","3","62","+ czynsz: 700 zł/miesiąc","/pl/oferta/apartament-ks-witolda-3pok-62m2-1-najem-ID4jXSK"
"Klimatyzacja / Balkon / 3 pokoje / Fat","Fabryczna","2510","3","46.9","+ czynsz: 500 zł/miesiąc","/pl/oferta/klimatyzacja-balkon-3-pokoje-fat-ID4kAlM"
"Mieszkanie 3-pokojowe w kamienicy| Klimatyzacja |","Krzyki","9000","3","106","+ czynsz: 1100 zł/miesiąc","/pl/oferta/mieszkanie-3-pokojowe-w-kamienicy-klimatyzacja-ID4kAlH"
"Kawalerka ul. Nehringa przy Pl. Grunwaldzkim","Śródmieście","1950","1","29","+ czynsz: poszukaj w opisie","/pl/oferta/kawalerka-ul-nehringa-przy-pl-grunwaldzkim-ID4kAkJ"
"Pierwszy Najem * 2 pok * Lokum Porto * ul. Długa","Stare Miasto","3200","2","39","+ czynsz: 550 zł/miesiąc","/pl/oferta/pierwszy-najem-2-pok-lokum-porto-ul-dluga-ID4kAhW"
"65 mkw. 3 Oddzielne pokoje, ok. Legnickiej","Fabryczna","2700","3","65","+ czynsz: poszukaj w opisie","/pl/oferta/65-mkw-3-oddzielne-pokoje-ok-legnickiej-ID4kAho"
"do wynajęcia 2 pokojowe w Śródmieściu","Śródmieście","2300","2","50","+ czynsz: poszukaj w opisie","/pl/oferta/do-wynajecia-2-pokojowe-w-srodmiesciu-ID4jC6O"
"Ołtaszyn mieszkanie 4 pokoje","Krzyki","7500","4","97.4","+ czynsz: 800 zł/miesiąc","/pl/oferta/oltaszyn-mieszkanie-4-pokoje-ID4kAfG"
"pl. Teatralny wyjątkowy apartament od 1-3 m-c","Stare Miasto","4500","2","48","+ czynsz: poszukaj w opisie","/pl/oferta/pl-teatralny-wyjatkowy-apartament-od-1-3-m-c-ID4k9Xa"
"Pierwszy najem / taras na dachu / z balkonem","Stare Miasto","2830","2","38.4","+ czynsz: 590 zł/miesiąc","/pl/oferta/pierwszy-najem-taras-na-dachu-z-balkonem-ID4kAen"
"Mieszkanie, 107,50 m², Wrocław","Śródmieście","4990","3","107.5","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-107-50-m-wroclaw-ID4kAeg"
"Ekskluzywny Loft w Centrum na który Cię stać!","Stare Miasto","3500","2","45","+ czynsz: 700 zł/miesiąc","/pl/oferta/ekskluzywny-loft-w-centrum-na-ktory-cie-stac-ID4kuT4"
"2 pokoje z ogródkiem mieszkanie Klecina","Krzyki","2900","2","45","+ czynsz: 600 zł/miesiąc","/pl/oferta/2-pokoje-z-ogrodkiem-mieszkanie-klecina-ID4kAda"
"Okolice Grabiszyńskiej WINDA","Stare Miasto","2600","3","50","+ czynsz: 900 zł/miesiąc","/pl/oferta/okolice-grabiszynskiej-winda-ID4kAbD"
"4pok.apartament, centrum,River Point,82m2,taras,In","Stare Miasto","6000","4","82","+ czynsz: 1400 zł/miesiąc","/pl/oferta/4pok-apartament-centrum-river-point-82m2-taras-in-ID4kAa6"
"2 pokoje | Osobna kuchnia | Park Grabiszyński |","Fabryczna","3600","2","54","+ czynsz: 740 zł/miesiąc","/pl/oferta/2-pokoje-osobna-kuchnia-park-grabiszynski-ID4kA9a"
"Olimpia Port-One Bedroom- Nowe-Balkon","Psie Pole","3100","2","47","+ czynsz: 700 zł/miesiąc","/pl/oferta/olimpia-port-one-bedroom-nowe-balkon-ID4kA8Y"
"Pierwszy najem - od zaraz - balkon na zieleń","Fabryczna","2170","1","31","+ czynsz: 397 zł/miesiąc","/pl/oferta/pierwszy-najem-od-zaraz-balkon-na-zielen-ID4kA7G"
"2 pokoje w rozkładzie z balkonem","Fabryczna","3000","2","51.5","+ czynsz: poszukaj w opisie","/pl/oferta/2-pokoje-w-rozkladzie-z-balkonem-ID4kA7F"
"4 pok | Centrum | Klimatyzacja | Taras","Stare Miasto","9500","4","107","+ czynsz: poszukaj w opisie","/pl/oferta/4-pok-centrum-klimatyzacja-taras-ID4kA6z"
"3 pok | Krzyki | Grabiszyński Park","Krzyki","3950","3","74","+ czynsz: poszukaj w opisie","/pl/oferta/3-pok-krzyki-grabiszynski-park-ID4kA6v"
"3-pokoje na Św. Antoniego","Stare Miasto","3500","3","67","+ czynsz: 600 zł/miesiąc","/pl/oferta/3-pokoje-na-sw-antoniego-ID4kA66"
"Okolice Szkockiej BALKON","Fabryczna","2300","2","54","+ czynsz: 850 zł/miesiąc","/pl/oferta/okolice-szkockiej-balkon-ID4kA64"
"3 pok. Legnicka 17, Stare Miasto, balkon, garaż","Stare Miasto","3300","3","52","+ czynsz: poszukaj w opisie","/pl/oferta/3-pok-legnicka-17-stare-miasto-balkon-garaz-ID4kA4G"
"Kawalerka 27m2 - Legnicka 59","Fabryczna","2500","1","27","+ czynsz: 330 zł/miesiąc","/pl/oferta/kawalerka-27m2-legnicka-59-ID46DIR"
"Idealne - Uniwersytet ekonomiczny","Stare Miasto","2700","3","54","+ czynsz: 650 zł/miesiąc","/pl/oferta/idealne-uniwersytet-ekonomiczny-ID4kt5D"
"Przestronne mieszkanie z widokiem na rzekę!","Śródmieście","4200","2","54","+ czynsz: 650 zł/miesiąc","/pl/oferta/przestronne-mieszkanie-z-widokiem-na-rzeke-ID4kzZr"
"Piękne mieszkanie na płycie wrocławskiego Rynku","Stare Miasto","3000","2","34.4","+ czynsz: 500 zł/miesiąc","/pl/oferta/piekne-mieszkanie-na-plycie-wroclawskiego-rynku-ID4kzZa"
"3 Pokoje, Jagodno Pierwszy Najem","Krzyki","3950","3","61","+ czynsz: 650 zł/miesiąc","/pl/oferta/3-pokoje-jagodno-pierwszy-najem-ID4kzVp"
"Nowe mieszkanie 2.pok/garaż/balkon/klimatyzacja","Stare Miasto","3200","2","40.85","+ czynsz: 400 zł/miesiąc","/pl/oferta/nowe-mieszkanie-2-pok-garaz-balkon-klimatyzacja-ID4k8kY"
"Zalesie,107m2,1/2p,winda,2xbalkon,2xgaraż,komórka!","Śródmieście","9900","3","106.63","+ czynsz: 1700 zł/miesiąc","/pl/oferta/zalesie-107m2-1-2p-winda-2xbalkon-2xgaraz-komorka-ID4kzWx"
"Mieszkanie, 40 m², Wrocław","Stare Miasto","4900","2","40","+ czynsz: 500 zł/miesiąc","/pl/oferta/mieszkanie-40-m-wroclaw-ID4kc9W"
"Super 3-pokojowe w Parku, Pałucka!","Fabryczna","2500","3","57","+ czynsz: 700 zł/miesiąc","/pl/oferta/super-3-pokojowe-w-parku-palucka-ID4kzTU"
"Księcia Witolda,2 pokoje z balkonem","Śródmieście","3600","2","38.57","+ czynsz: 600 zł/miesiąc","/pl/oferta/ksiecia-witolda-2-pokoje-z-balkonem-ID4kzSB"
"Nowoczesne Klimatyzacja Wysoki standard Garaż","Krzyki","3100","2","48.5","+ czynsz: 535 zł/miesiąc","/pl/oferta/nowoczesne-klimatyzacja-wysoki-standard-garaz-ID4kyNL"
"CENTRUM! BEZ PROWIZJI balkon garderoba Od zaraz","Krzyki","2500","1","45","+ czynsz: 600 zł/miesiąc","/pl/oferta/centrum-bez-prowizji-balkon-garderoba-od-zaraz-ID46xNr"
"Mieszkanie 4 pokoje, taras, miejsce parking, park","Krzyki","3500","4","76","+ czynsz: 1000 zł/miesiąc","/pl/oferta/mieszkanie-4-pokoje-taras-miejsce-parking-park-ID4kzZD"
"Lux 5 minut od Centrum, pierwszy najem","Krzyki","3200","2","48","+ czynsz: poszukaj w opisie","/pl/oferta/lux-5-minut-od-centrum-pierwszy-najem-ID4kvJV"
"2 Pokoje | Dmowskiego | Wysoki Standard | od 1.04","Wrocław","3000","2","54","+ czynsz: poszukaj w opisie","/pl/oferta/2-pokoje-dmowskiego-wysoki-standard-od-1-04-ID4kzQW"
"2 pokoje | osobna kuchnia | boczna Grabiszynskiej","Fabryczna","2999","2","52","+ czynsz: 600 zł/miesiąc","/pl/oferta/2-pokoje-osobna-kuchnia-boczna-grabiszynskiej-ID4kja2"
"Przestronne 3 pokoje | Garaż | al. Lipowa","Krzyki","4499","3","104","+ czynsz: 1450 zł/miesiąc","/pl/oferta/przestronne-3-pokoje-garaz-al-lipowa-ID4kfrZ"
"Wynajmę Mieszkanie 42m2 Księże Małe Wrocław","Krzyki","2400","2","42","+ czynsz: 600 zł/miesiąc","/pl/oferta/wynajme-mieszkanie-42m2-ksieze-male-wroclaw-ID4k5OG"
"Piękne 2 pokoje / Drabika / Bezpośrednio","Krzyki","2700","2","41.22","+ czynsz: 800 zł/miesiąc","/pl/oferta/piekne-2-pokoje-drabika-bezposrednio-ID4kvPk"
"dla pary lub singla - okolice Sky Tower","Fabryczna","2300","2","52","+ czynsz: poszukaj w opisie","/pl/oferta/dla-pary-lub-singla-okolice-sky-tower-ID4kzO6"
"Mieszkanie 38,81 mkw. przy ul. Piastowskiej","Śródmieście","1900","2","38.81","+ czynsz: 860 zł/miesiąc","/pl/oferta/mieszkanie-38-81-mkw-przy-ul-piastowskiej-ID4dv9T"
"Apartamenty Wiśniowa, 2 pok., 41m2, balkon!","Krzyki","2600","2","41","+ czynsz: 500 zł/miesiąc","/pl/oferta/apartamenty-wisniowa-2-pok-41m2-balkon-ID4kzNh"
"nowe – Madalińskiego 3/21A - bez pośredników","Krzyki","2711","2","32.84","+ czynsz: 309 zł/miesiąc","/pl/oferta/nowe-madalinskiego-3-21a-bez-posrednikow-ID4k4uk"
"Nowe 3 pokoje z garażem i klimatyzacją!","Krzyki","3150","3","60","+ czynsz: 600 zł/miesiąc","/pl/oferta/nowe-3-pokoje-z-garazem-i-klimatyzacja-ID3UdLC"
"Mieszkanie - Wrocław Rakowiec","Krzyki","4900","2","55","+ czynsz: 1050 zł/miesiąc","/pl/oferta/mieszkanie-wroclaw-rakowiec-ID4kzJ3"
"Balkon Miejsce Postojowe Nowe Budownictwo","Psie Pole","3200","2","41","+ czynsz: 450 zł/miesiąc","/pl/oferta/balkon-miejsce-postojowe-nowe-budownictwo-ID4kzEm"
"Nowe mieszkanie, 2 pkoje, klimatyzacja","Krzyki","3100","2","40","+ czynsz: 500 zł/miesiąc","/pl/oferta/nowe-mieszkanie-2-pkoje-klimatyzacja-ID4hDxq"
"2 pokojowe z garażem i kom. lokatorską - od zaraz","Psie Pole","3000","2","49","+ czynsz: poszukaj w opisie","/pl/oferta/2-pokojowe-z-garazem-i-kom-lokatorska-od-zaraz-ID4kdTI"
"3 Pokoje z Balkonem | Zgoda na małe zwierzęta","Fabryczna","3500","3","58","+ czynsz: 400 zł/miesiąc","/pl/oferta/3-pokoje-z-balkonem-zgoda-na-male-zwierzeta-ID4kzAl"
"Wynajmę mieszkanie blisko lotniska","Fabryczna","2400","1","32","+ czynsz: 500 zł/miesiąc","/pl/oferta/wynajme-mieszkanie-blisko-lotniska-ID4kzxr"
"2-pokojowe przy Rondzie Powstańców Śl. od zaraz","Śródmieście","2800","2","53","+ czynsz: 600 zł/miesiąc","/pl/oferta/2-pokojowe-przy-rondzie-powstancow-sl-od-zaraz-ID465sk"
"Nowoczesna kawalerka z antresolą | ul. Mglista","dolnośląskie","2750","1","51","+ czynsz: poszukaj w opisie","/pl/oferta/nowoczesna-kawalerka-z-antresola-ul-mglista-ID4kzwA"
"2 pokojowe nowoczesne Centrum Południowe","Krzyki","3200","2","50","+ czynsz: 700 zł/miesiąc","/pl/oferta/2-pokojowe-nowoczesne-centrum-poludniowe-ID4kzu4"
"Stare Miasto 40m2 /-2 pokoje Tramwaj Top-","dolnośląskie","2849","2","40","+ czynsz: poszukaj w opisie","/pl/oferta/stare-miasto-40m2-2-pokoje-tramwaj-top-ID4kztT"
"Ładne, 2 Pokojowe Z Garażem i Balkonem Od Zaraz","Psie Pole","2800","2","44.46","+ czynsz: poszukaj w opisie","/pl/oferta/ladne-2-pokojowe-z-garazem-i-balkonem-od-zaraz-ID4kkkn"
"Ładne, Duże 4 Pokojowe Mieszkanie","Krzyki","4200","4","87.8","+ czynsz: 800 zł/miesiąc","/pl/oferta/ladne-duze-4-pokojowe-mieszkanie-ID4klyl"
"Przytulne, Piękne 2-Pokojowe Apartementy Innova","Krzyki","3400","2","50.88","+ czynsz: 490 zł/miesiąc","/pl/oferta/przytulne-piekne-2-pokojowe-apartementy-innova-ID4kndi"
"1-najem z opcją odliczenia Vat / Kawalerka 31 m2","Psie Pole","2470","2","30.94","+ czynsz: 300 zł/miesiąc","/pl/oferta/1-najem-z-opcja-odliczenia-vat-kawalerka-31-m2-ID4kzqj"
"Nowe mieszkanie trzypokojowe, z ogródkiem, miejsce","Krzyki","4000","3","59.59","+ czynsz: poszukaj w opisie","/pl/oferta/nowe-mieszkanie-trzypokojowe-z-ogrodkiem-miejsce-ID4kzp3"
"2 pok | Centrum Wrocławia | osobna kuchnia, piwnic","Krzyki","3400","2","40","+ czynsz: poszukaj w opisie","/pl/oferta/2-pok-centrum-wroclawia-osobna-kuchnia-piwnic-ID4kznK"
"3 pokoje, ogródek, garaż - Krzyki","Krzyki","4500","3","80","+ czynsz: poszukaj w opisie","/pl/oferta/3-pokoje-ogrodek-garaz-krzyki-ID4kznI"
"Apartament 2 pok. z widokiem na Odrę","Śródmieście","3500","2","50","+ czynsz: poszukaj w opisie","/pl/oferta/apartament-2-pok-z-widokiem-na-odre-ID4kznB"
"Zakrzów, 49m2, 2pok, po rem., balkon,","Psie Pole","2600","2","49","+ czynsz: 440 zł/miesiąc","/pl/oferta/zakrzow-49m2-2pok-po-rem-balkon-ID4keZr"
"nowe – Madalińskiego 3/43 - boczna Pułaskiego","Krzyki","2773","2","37.29","+ czynsz: 347 zł/miesiąc","/pl/oferta/nowe-madalinskiego-3-43-boczna-pulaskiego-ID4ktGn"
"2 pokoje 30 m2/ Gagarina/ wolne !!","Fabryczna","2400","2","30","+ czynsz: poszukaj w opisie","/pl/oferta/2-pokoje-30-m2-gagarina-wolne-ID4kziy"
"Kawalerka Maxi 28m2/ ul.Gagarina/ wolne !!","Fabryczna","1900","1","28","+ czynsz: poszukaj w opisie","/pl/oferta/kawalerka-maxi-28m2-ul-gagarina-wolne-ID4kzix"
"Ul. Dąbrowskiego _ Kawalerka _ Balkon _Od Kwietnia","Stare Miasto","2200","1","30","+ czynsz: 360 zł/miesiąc","/pl/oferta/ul-dabrowskiego-kawalerka-balkon-od-kwietnia-ID4kzhu"
"Nowa Papiernia_ 2 Pok _ Balkon _ Ul. T. Kościuszki","Krzyki","3000","2","46.27","+ czynsz: 680 zł/miesiąc","/pl/oferta/nowa-papiernia-2-pok-balkon-ul-t-kosciuszki-ID4kzhr"
"Wyjątkowy Apartament | 3 pok | 75m2 | Taras!","Śródmieście","2800","3","75","+ czynsz: 650 zł/miesiąc","/pl/oferta/wyjatkowy-apartament-3-pok-75m2-taras-ID4kzge"
"Najtańsza we Wrocławiu kawalerka po remoncie.","Stare Miasto","1800","1","16","+ czynsz: 200 zł/miesiąc","/pl/oferta/najtansza-we-wroclawiu-kawalerka-po-remoncie-ID4kzga"
"nowe – Białowieska 120/27 - bez pośredników","Fabryczna","2784","2","36.69","+ czynsz: 331 zł/miesiąc","/pl/oferta/nowe-bialowieska-120-27-bez-posrednikow-ID4kzeL"
"nowe – Białowieska 116/9 - bez pośredników","Fabryczna","2929","2","47.95","+ czynsz: 432 zł/miesiąc","/pl/oferta/nowe-bialowieska-116-9-bez-posrednikow-ID4kzeK"
"Mieszkanie 4 pokojowe z dwoma tarasami na zamknięt","Krzyki","6000","4","103.41","+ czynsz: poszukaj w opisie","/pl/oferta/mieszkanie-4-pokojowe-z-dwoma-tarasami-na-zamkniet-ID4kzdh"
"2 pokoje 60m2/ul.Godlewskiego Muchobór Wlk/ wolne","Fabryczna","3000","2","60","+ czynsz: poszukaj w opisie","/pl/oferta/2-pokoje-60m2-ul-godlewskiego-muchobor-wlk-wolne-ID4kzcP"
"Kompaktowe 2 pokoje na Maślicach","Fabryczna","2100","2","30","+ czynsz: 350 zł/miesiąc","/pl/oferta/kompaktowe-2-pokoje-na-maslicach-ID4kzcH"
"Luxury Apartament With 220 Sqm Terrace In City Cen","Krzyki","12","3","150","+ czynsz: poszukaj w opisie","/pl/oferta/luxury-apartament-with-220-sqm-terrace-in-city-cen-ID4k4DD"
"!! Apartament 2 pok. | taras | kameralnie | Zakrzó","Psie Pole","2900","2","51","+ czynsz: poszukaj w opisie","/pl/oferta/apartament-2-pok-taras-kameralnie-zakrzo-ID4kzbZ"
"Wrocław, Ul. Mikołaja Reja, dwa pokoje, park","Śródmieście","3200","2","50","+ czynsz: poszukaj w opisie","/pl/oferta/wroclaw-ul-mikolaja-reja-dwa-pokoje-park-ID4kzau"
"Wrocław, ul, Zarembowicza , jednopokojowe","Fabryczna","2600","1","33","+ czynsz: poszukaj w opisie","/pl/oferta/wroclaw-ul-zarembowicza-jednopokojowe-ID4kzap"
"piękne 2 pok. balkon, garaż, Mińska, Muchobór Wlk.","Fabryczna","2800","2","50","+ czynsz: 500 zł/miesiąc","/pl/oferta/piekne-2-pok-balkon-garaz-minska-muchobor-wlk-ID4kza3"
"Wyjatkowa Oferta-Luksusowe 3 Pokojowe-Ul. Krzycka","Krzyki","6600","3","90","+ czynsz: poszukaj w opisie","/pl/oferta/wyjatkowa-oferta-luksusowe-3-pokojowe-ul-krzycka-ID4jL2c"
"Drukarska 2- pok. rozkładowe -super oferta !!","Krzyki","2100","2","46","+ czynsz: 750 zł/miesiąc","/pl/oferta/drukarska-2-pok-rozkladowe-super-oferta-ID4kz65"
"super lokalizacja , komfortowe mieszkanie !!!!","Fabryczna","1900","1","24","+ czynsz: 400 zł/miesiąc","/pl/oferta/super-lokalizacja-komfortowe-mieszkanie-ID4kz5f"
"Rezydencja Piasek Wyspa Piasek Staromłyńska 4","Stare Miasto","14","3","150","+ czynsz: 1561,11 zł/miesiąc","/pl/oferta/rezydencja-piasek-wyspa-piasek-staromlynska-4-ID4gcFQ"
"Przestronne studio Angel Wings","Rynek","2900","1","37","+ czynsz: 500 zł/miesiąc","/pl/oferta/przestronne-studio-angel-wings-ID4kz3w"
"Mieszkanie centrum na wynajem","Śródmieście","2500","2","32","+ czynsz: 450 zł/miesiąc","/pl/oferta/mieszkanie-centrum-na-wynajem-ID4iy2Y"
"Apartament-wysoki standard-Planty Racławickie","Krzyki","8550","4","90","+ czynsz: 1100 zł/miesiąc","/pl/oferta/apartament-wysoki-standard-planty-raclawickie-ID4keqN"
"3 Pokojowe 65 m2|Róży Wiatrów |Klimatyzacja |","Krzyki","4500","3","65","+ czynsz: poszukaj w opisie","/pl/oferta/3-pokojowe-65-m2-rozy-wiatrow-klimatyzacja-ID4kz0K"
"Przestronne 3-pokoje w kamienicy","Fabryczna","3000","3","76","+ czynsz: poszukaj w opisie","/pl/oferta/przestronne-3-pokoje-w-kamienicy-ID4kyXO"
"Kawalerka Lux/ Klecina / 20m2/ wolne !!!!","Krzyki","1800","2","20","+ czynsz: poszukaj w opisie","/pl/oferta/kawalerka-lux-klecina-20m2-wolne-ID4kyVG"
"Stare Miasto*3 Pokoje 55M*2xBalkony*Ul.Sikorskiego","Stare Miasto","4300","3","55","+ czynsz: 1100 zł/miesiąc","/pl/oferta/stare-miasto3-pokoje-55m2xbalkonyul-sikorskiego-ID4keUU"
"#2 Pokoje # Balkon # Krawiecka# Rynek #","Rynek","3950","2","52.6","+ czynsz: 1000 zł/miesiąc","/pl/oferta/2-pokoje-balkon-krawiecka-rynek-ID4khY3"
"Kępa Mieszczańska* 2 Pokoje 55M*Umeblowane*Garaż","Nadodrze","3800","2","55","+ czynsz: 1000 zł/miesiąc","/pl/oferta/kepa-mieszczanska-2-pokoje-55mumeblowanegaraz-ID4kl9a"
"słoneczne studio po remoncie (Wrocław - Borek)","Krzyki","2000","1","20","+ czynsz: 470 zł/miesiąc","/pl/oferta/sloneczne-studio-po-remoncie-wroclaw-borek-ID4kyW6"
"Pokój/Centrum/po remoncie/Uwr/Rynek/Dubois/balkon","Stare Miasto","1500","3","18","+ czynsz: 350 zł/miesiąc","/pl/oferta/pokoj-centrum-po-remoncie-uwr-rynek-dubois-balkon-ID4kyU3"
"2 pokoje z miejscem postojowym, ul. Piekna OAZA","Krzyki","2950","2","48","+ czynsz: poszukaj w opisie","/pl/oferta/2-pokoje-z-miejscem-postojowym-ul-piekna-oaza-ID4kyQP"
"OD ZARAZ / BLISKO MAGNOLII / 1300 ZŁ ZA POKÓJ","Fabryczna","3000","3","55","+ czynsz: 1000 zł/miesiąc","/pl/oferta/od-zaraz-blisko-magnolii-1300-zl-za-pokoj-ID4kxPi"
"Muchobór Wielki _ 3 Pok _ Taras _ Od Zaraz","Fabryczna","3490","3","75","+ czynsz: 450 zł/miesiąc","/pl/oferta/muchobor-wielki-3-pok-taras-od-zaraz-ID4kyPL"
"Ul. Sikorskiego _ 4 Pok _ Taras _ M. Postojowe","Stare Miasto","5749","4","70","+ czynsz: 800 zł/miesiąc","/pl/oferta/ul-sikorskiego-4-pok-taras-m-postojowe-ID4kyPK"
